S,1,2;100;80;60;55;90
S,2,2;100.6;79.51;59.88;55;90.26
S,3,2;100.58;79.62;59.79;55.02;90.31
S,4,2;100.47;79.12;59.9;54.75;90.37
S,5,2;100.54;79.66;59.71;54.67;90.34;WTR;1800;90.37;PRIVATE;A
S,6,2;100.38;79.5;57.58;54.58;90.42
S,7,2;100.14;79.76;57.22;54.74;90.35
S,8,2;100.11;79.69;57.36;54.1;90.37
S,9,2;99.78;79.06;56.5;54.09;90.28
S,10,2;99.45;79.09;54.52;53.98;90.4;WTR;-1200;90.31;PRIVATE;A
S,11,2;100.03;79.98;54.36;54.38;90.5
S,12,2;100.01;79.98;55.92;54.32;90.42
S,13,2;100.45;80.56;56.35;54.75;90.39
S,14,2;100.24;80.33;56.97;54.35;90.34
S,15,2;100.35;80.47;56.67;54.44;90.3;JLG;1800;83.9;PRIVATE;C
S,16,2;100.11;80.11;57.03;54.22;90.26
S,17,2;100.51;80.7;58.26;54.1;90.24
S,18,2;99.74;80.37;55.7;53.99;90.11
S,19,2;99.71;80.16;55.63;53.86;90.2
S,20,2;99.63;79.88;55.37;53.85;90.28;WTR;4000;92.98;PRIVATE;B
S,21,2;99.66;80.08;54.98;53.91;90.11
S,22,2;99.62;79.98;54.86;53.98;90.07
S,23,2;99.38;79.82;53.82;54.06;90.02
S,24,2;99.44;79.88;54.38;54.51;89.94
S,25,2;99.76;80.08;55.12;54.48;90.02;ML;-1300;53.92;PRIVATE;A
S,26,2;99.66;80.42;54.25;54.73;89.94
S,27,2;99.74;80.4;54.03;54.34;90.07
S,28,2;99.61;79.67;53.84;54.22;90.07
S,29,2;98.83;78.16;52.87;53.76;90.08
S,30,2;99.21;78.78;54.08;53.91;90.2;WTR;-1700;90.03;PRIVATE;A
S,31,2;98.83;78.2;53.88;53.72;90.08
S,32,2;98.88;78.48;54.95;53.7;90.09
S,33,2;98.27;77.26;53.69;53.84;89.95
S,34,2;98.47;77.39;53.29;54.05;90.03
S,35,2;98.72;78.05;53.13;54.34;89.99;ML;-1000;50.9;PRIVATE;A
S,36,2;98.66;77.63;53.31;54.43;90
S,37,2;98.84;77.8;52.79;54.76;90
S,38,2;98.89;77.77;52.22;54.86;90.04
S,39,2;98.46;77.26;51.43;54.34;89.98
S,40,2;98.04;76.2;50.85;54.01;89.92;JLG;-1300;78.95;PRIVATE;B
S,41,2;98.08;75.84;50.05;53.87;90.03
S,42,2;97.98;75.34;48.83;53.64;89.92
S,43,2;98.05;75.98;49.21;54;89.82
S,44,2;98.2;76.14;49.24;54.39;89.84
